Paper Name,Paper Author,Paper Key Words,Issue Date
"Financial Globalization, Inequality, and the Rising Public Debt",Marina Azzimonti;Eva de Francisco;Vincenzo Quadrini,"D31 Personal Income, Wealth, and Their Distributions;E62 Fiscal Policy;F65 Economic Impacts of Globalization: Finance;H63 National Debt; Debt Management; Sovereign Debt","August 2014 (Vol. 104, No.8 )"
The Axiomatic Structure of Empirical Content,Christopher P. Chambers;Federico Echenique;Eran Shmaya,B41 Economic Methodology;D01 Microeconomic Behavior: Underlying Principles;D11 Consumer Economics: Theory,"August 2014 (Vol. 104, No.8 )"
Man-Bites-Dog Business Cycles,Kristoffer P. Nimark,D81 Criteria for Decision-Making under Risk and Uncertainty;D82 Asymmetric and Private Information; Mechanism Design;D84 Expectations; Speculations;E23 Macroeconomics: Production;E31 Price Level; Inflation; Deflation;E32 Business Fluctuations; Cycles,"August 2014 (Vol. 104, No.8 )"
Ambiguous Business Cycles,Cosmin L. Ilut;Martin Schneider,D81 Criteria for Decision-Making under Risk and Uncertainty;D84 Expectations; Speculations;E12 General Aggregative Models: Keynes; Keynesian; Post-Keynesian;E32 Business Fluctuations; Cycles,"August 2014 (Vol. 104, No.8 )"
Not Only What but Also When: A Theory of Dynamic Voluntary Disclosure,Ilan Guttman;Ilan Kremer;Andrzej Skrzypacz,"D21 Firm Behavior: Theory;D82 Asymmetric and Private Information; Mechanism Design;G32 Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure; Value of Firms; Goodwill;L25 Firm Performance: Size, Diversification, and Scope","August 2014 (Vol. 104, No.8 )"
Promotional Reviews: An Empirical Investigation of Online Review Manipulation,Dina Mayzlin;Yaniv Dover;Judith Chevalier,L15 Information and Product Quality; Standardization and Compatibility;L83 Sports; Gambling; Restaurants; Recreation; Tourism;M31 Marketing,"August 2014 (Vol. 104, No.8 )"
"Isolated Capital Cities, Accountability, and Corruption: Evidence from US States",Filipe R. Campante;Quoc-Anh Do,"D72 Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior;D73 Bureaucracy; Administrative Processes in Public Organizations; Corruption;H41 Public Goods;H83 Public Administration; Public Sector Accounting and Audits;K42 Illegal Behavior and the Enforcement of Law;R23 Urban, Rural, Regional, Real Estate, and Transportation Economics: Regional Migration; Regional Labor Markets; Population; Neighborhood Characteristics","August 2014 (Vol. 104, No.8 )"
Industry Compensation under Relocation Risk: A Firm-Level Analysis of the EU Emissions Trading Scheme,Ralf Martin;Mirabelle Muls;Laure B. de Preux;Ulrich J. Wagner,H23 Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies;Q52 Pollution Control Adoption Costs; Distributional Effects; Employment Effects;Q53 Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling;Q54 Climate; Natural Disasters; Global Warming;Q58 Environmental Economics: Government Policy,"August 2014 (Vol. 104, No.8 )"
Explaining Job Polarization: Routine-Biased Technological Change and Offshoring,Maarten Goos;Alan Manning;Anna Salomons,"J21 Labor Force and Employment, Size, and Structure;J23 Labor Demand;J24 Human Capital; Skills; Occupational Choice; Labor Productivity;M55 Personnel Economics: Labor Contracting Devices;O33 Technological Change: Choices and Consequences; Diffusion Processes","August 2014 (Vol. 104, No.8 )"
Estimates of the Size and Source of Price Declines Due to Nearby Foreclosures,Elliot Anenberg;Edward Kung,R31 Housing Supply and Markets,"August 2014 (Vol. 104, No.8 )"
The Effect of Third-Party Funding of Plaintiffs on Settlement,Andrew F. Daughety;Jennifer F. Reinganum,"D82 Asymmetric and Private Information; Mechanism Design;K41 Litigation Process;L84 Personal, Professional, and Business Services","August 2014 (Vol. 104, No.8 )"
A Community College Instructor Like Me: Race and Ethnicity Interactions in the Classroom,Robert W. Fairlie;Florian Hoffmann;Philip Oreopoulos,"I23 Higher Education; Research Institutions;J15 Economics of Minorities, Races, Indigenous Peoples, and Immigrants; Non-labor Discrimination;J44 Professional Labor Markets; Occupational Licensing","August 2014 (Vol. 104, No.8 )"
"Dynamic Adverse Selection: A Theory of Illiquidity, Fire Sales, and Flight to Quality",Veronica Guerrieri;Robert Shimer,D82 Asymmetric and Private Information; Mechanism Design;G12 Asset Pricing; Trading Volume; Bond Interest Rates,"July 2014 (Vol. 104, No.7 )"
"Micro-loans, Insecticide-Treated Bednets, and Malaria: Evidence from a Randomized Controlled Trial in Orissa, India",Alessandro Tarozzi;Aprajit Mahajan;Brian Blackburn;Dan Kopf;Lakshmi Krishnan;Joanne Yoong,"D12 Consumer Economics: Empirical Analysis;G21 Banks; Depository Institutions; Micro Finance Institutions; Mortgages;H51 National Government Expenditures and Health;I12 Health Production;I18 Health: Government Policy; Regulation; Public Health;O15 Economic Development: Human Resources; Human Development; Income Distribution; Migration;O18 Economic Development: Urban, Rural, Regional, and Transportation Analysis; Housing; Infrastructure","July 2014 (Vol. 104, No.7 )"
"Importers, Exporters, and Exchange Rate Disconnect",Mary Amiti;Oleg Itskhoki;Jozef Konings,"D24 Production; Cost; Capital; Capital, Total Factor, and Multifactor Productivity; Capacity;F14 Empirical Studies of Trade;F31 Foreign Exchange;L60 Industry Studies: Manufacturing: General","July 2014 (Vol. 104, No.7 )"
"Patent Laws, Product Life-Cycle Lengths, and Multinational Activity",L. Kamran Bilir,"D92 Intertemporal Firm Choice: Investment, Capacity, and Financing;F23 Multinational Firms; International Business;K11 Property Law;L60 Industry Studies: Manufacturing: General;O34 Intellectual Property and Intellectual Capital;R32 Other Spatial Production and Pricing Analysis","July 2014 (Vol. 104, No.7 )"
"Auctions, Actions, and the Failure of Information Aggregation",Alp E. Atakan;Mehmet Ekmekci,D44 Auctions;D82 Asymmetric and Private Information; Mechanism Design;D83 Search; Learning; Information and Knowledge; Communication; Belief,"July 2014 (Vol. 104, No.7 )"
Peer Effects in Program Participation,Gordon B. Dahl;Katrine V. Lken;Magne Mogstad,J13 Fertility; Family Planning; Child Care; Children; Youth;J16 Economics of Gender; Non-labor Discrimination;J18 Demographic Economics: Public Policy;K31 Labor Law;M52 Personnel Economics: Compensation and Compensation Methods and Their Effects;Z13 Economic Sociology; Economic Anthropology; Social and Economic Stratification,"July 2014 (Vol. 104, No.7 )"
Consumption and Labor Supply with Partial Insurance: An Analytical Framework,Jonathan Heathcote;Kjetil Storesletten;Giovanni L. Violante,E21 Macroeconomics: Consumption; Saving; Wealth;E23 Macroeconomics: Production;E31 Price Level; Inflation; Deflation;E52 Monetary Policy,"July 2014 (Vol. 104, No.7 )"
A Balls-and-Bins Model of Trade,Roc Armenter;Mikls Koren,F11 Neoclassical Models of Trade;F14 Empirical Studies of Trade,"July 2014 (Vol. 104, No.7 )"
"The Effect of Patient Cost Sharing on Utilization, Health, and Risk Protection",Hitoshi Shigeoka,"G22 Insurance; Insurance Companies; Actuarial Studies;I11 Analysis of Health Care Markets;I12 Health Production;I13 Health Insurance, Public and Private;I18 Health: Government Policy; Regulation; Public Health;J14 Economics of the Elderly; Economics of the Handicapped; Non-labor Market Discrimination","July 2014 (Vol. 104, No.7 )"
Mafia and Public Spending: Evidence on the Fiscal Multiplier from a Quasi-experiment,Antonio Acconcia;Giancarlo Corsetti;Saverio Simonelli,"D72 Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior;E62 Fiscal Policy;H71 State and Local Taxation, Subsidies, and Revenue;K42 Illegal Behavior and the Enforcement of Law","July 2014 (Vol. 104, No.7 )"
Household Bargaining and Excess Fertility: An Experimental Study in Zambia,Nava Ashraf;Erica Field;Jean Lee,C78 Bargaining Theory; Matching Theory;D12 Consumer Economics: Empirical Analysis;D82 Asymmetric and Private Information; Mechanism Design;I31 General Welfare; Well-Being;J13 Fertility; Family Planning; Child Care; Children; Youth;J16 Economics of Gender; Non-labor Discrimination;O15 Economic Development: Human Resources; Human Development; Income Distribution; Migration,"July 2014 (Vol. 104, No.7 )"
E-lections: Voting Behavior and the Internet,Oliver Falck;Robert Gold;Stephan Heblich,"D12 Consumer Economics: Empirical Analysis;D72 Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior;L82 Entertainment; Media;L86 Information and Internet Services; Computer Software","July 2014 (Vol. 104, No.7 )"
Two Pillars of Asset Pricing,Eugene F. Fama,D84 Expectations; Speculations;G01 Financial Crises;G12 Asset Pricing; Trading Volume; Bond Interest Rates;G14 Information and Market Efficiency; Event Studies; Insider Trading;G17 Financial Forecasting and Simulation;R31 Housing Supply and Markets,"June 2014 (Vol. 104, No.6 )"
Speculative Asset Prices,Robert J. Shiller,D84 Expectations; Speculations;G01 Financial Crises;G12 Asset Pricing; Trading Volume; Bond Interest Rates;G14 Information and Market Efficiency; Event Studies; Insider Trading;G17 Financial Forecasting and Simulation;R31 Housing Supply and Markets,"June 2014 (Vol. 104, No.6 )"
Who Is (More) Rational?,Syngjoo Choi;Shachar Kariv;Wieland Mller;Dan Silverman,D12 Consumer Economics: Empirical Analysis;D14 Household Saving; Personal Finance;D81 Criteria for Decision-Making under Risk and Uncertainty;D83 Search; Learning; Information and Knowledge; Communication; Belief;D91 Intertemporal Household Choice; Life Cycle Models and Saving;G11 Portfolio Choice; Investment Decisions,"June 2014 (Vol. 104, No.6 )"
"Tenure, Experience, Human Capital, and Wages: A Tractable Equilibrium Search Model of Wage Dynamics",Jesper Bagger;Franois Fontaine;Fabien Postel-Vinay;Jean-Marc Robin,"J24 Human Capital; Skills; Occupational Choice; Labor Productivity;J31 Wage Level and Structure; Wage Differentials;J63 Labor Turnover; Vacancies; Layoffs;J64 Unemployment: Models, Duration, Incidence, and Job Search","June 2014 (Vol. 104, No.6 )"
The Wage Effects of Offshoring: Evidence from Danish Matched Worker-Firm Data,David Hummels;Rasmus Jrgensen;Jakob Munch;Chong Xiang,F14 Empirical Studies of Trade;F16 Trade and Labor Market Interactions;J24 Human Capital; Skills; Occupational Choice; Labor Productivity;J31 Wage Level and Structure; Wage Differentials;L24 Contracting Out; Joint Ventures; Technology Licensing,"June 2014 (Vol. 104, No.6 )"
US Food Aid and Civil Conflict,Nathan Nunn;Nancy Qian,D74 Conflict; Conflict Resolution; Alliances;F35 Foreign Aid;O17 Formal and Informal Sectors; Shadow Economy; Institutional Arrangements;O19 International Linkages to Development; Role of International Organizations;Q11 Agriculture: Aggregate Supply and Demand Analysis; Prices;Q18 Agricultural Policy; Food Policy,"June 2014 (Vol. 104, No.6 )"
The Size Distribution of Farms and International Productivity Differences,Tasso Adamopoulos;Diego Restuccia,"D24 Production; Cost; Capital; Capital, Total Factor, and Multifactor Productivity; Capacity;J24 Human Capital; Skills; Occupational Choice; Labor Productivity;J43 Agricultural Labor Markets;L11 Production, Pricing, and Market Structure; Size Distribution of Firms;O13 Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products;Q12 Micro Analysis of Farm Firms, Farm Households, and Farm Input Markets;Q18 Agricultural Policy; Food Policy","June 2014 (Vol. 104, No.6 )"
The Effect of Uncertainty on Investment: Evidence from Texas Oil Drilling,Ryan Kellogg,"C58 Financial Econometrics;D92 Intertemporal Firm Choice: Investment, Capacity, and Financing;G13 Contingent Pricing; Futures Pricing; option pricing;G31 Capital Budgeting; Fixed Investment and Inventory Studies; Capacity;L71 Mining, Extraction, and Refining: Hydrocarbon Fuels;Q31 Nonrenewable Resources and Conservation: Demand and Supply; Prices","June 2014 (Vol. 104, No.6 )"
Gift Exchange versus Monetary Exchange: Theory and Evidence,John Duffy;Daniela Puzzello,"C92 Design of Experiments: Laboratory, Group Behavior;D12 Consumer Economics: Empirical Analysis;E40 Money and Interest Rates: General;Z13 Economic Sociology; Economic Anthropology; Social and Economic Stratification","June 2014 (Vol. 104, No.6 )"
Compulsory Education and the Benefits of Schooling,Melvin Stephens Jr.;Dou-Yan Yang,"H75 State and Local Government: Health; Education; Welfare; Public Pensions;I21 Analysis of Education;I28 Education: Government Policy;J24 Human Capital; Skills; Occupational Choice; Labor Productivity;N31 Economic History: Labor and Consumers, Demography, Education, Health, Welfare, Income, Wealth, Religion, and Philanthropy: U.S.; Canada: Pre-1913;N32 Economic History: Labor and Consumers, Demography, Education, Health, Welfare, Income, Wealth, Religion, and Philanthropy: U.S.; Canada: 1913-","June 2014 (Vol. 104, No.6 )"
Evolutionary Origins of the Endowment Effect: Evidence from Hunter-Gatherers,Coren L. Apicella;Eduardo M. Azevedo;Nicholas A. Christakis;James H. Fowler,C93 Field Experiments;D12 Consumer Economics: Empirical Analysis;O15 Economic Development: Human Resources; Human Development; Income Distribution; Migration,"June 2014 (Vol. 104, No.6 )"
Does Growing Up in a High Crime Neighborhood Affect Youth Criminal Behavior?,Anna Piil Damm;Christian Dustmann,"J13 Fertility; Family Planning; Child Care; Children; Youth;J15 Economics of Minorities, Races, Indigenous Peoples, and Immigrants; Non-labor Discrimination;K42 Illegal Behavior and the Enforcement of Law;R23 Urban, Rural, Regional, Real Estate, and Transportation Economics: Regional Migration; Regional Labor Markets; Population; Neighborhood Characteristics;Z13 Economic Sociology; Economic Anthropology; Social and Economic Stratification","June 2014 (Vol. 104, No.6 )"
Aid under Fire: Development Projects and Civil Conflict,Benjamin Crost;Joseph Felter;Patrick Johnston,"D74 Conflict; Conflict Resolution; Alliances;F35 Foreign Aid;I32 Measurement and Analysis of Poverty;O15 Economic Development: Human Resources; Human Development; Income Distribution; Migration;O17 Formal and Informal Sectors; Shadow Economy; Institutional Arrangements;O18 Economic Development: Urban, Rural, Regional, and Transportation Analysis; Housing; Infrastructure;O19 International Linkages to Development; Role of International Organizations","June 2014 (Vol. 104, No.6 )"
"Language, Meaning, and Games: A Model of Communication, Coordination, and Evolution: Comment",Yuval Heller,C72 Noncooperative Games;C73 Stochastic and Dynamic Games; Evolutionary Games; Repeated Games;Z13 Economic Sociology; Economic Anthropology; Social and Economic Stratification,"June 2014 (Vol. 104, No.6 )"
